mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
5.3,southeast of the Loyalty Islands,1684582567797,1690161332040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdfz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdfz&format=geojson,,,,,reviewed,0,432,us,6000kdfz,",usauto6000kdfz,us6000kdfz,",",usauto,us,",",internal-moment-tensor,origin,phase-data,",90.0,2.938,0.56,99.0,mww,earthquake,M 5.3 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684580551076,1690161332040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3z5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3z5&format=geojson,,,,,reviewed,0,340,us,7000k3z5,",us7000k3z5,",",us,",",origin,phase-data,",23.0,2.817,0.44,132.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684576036905,1690161333040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3z2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3z2&format=geojson,,,,,reviewed,0,340,us,7000k3z2,",us7000k3z2,",",us,",",origin,phase-data,",33.0,2.947,0.44,133.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.8,southeast of the Loyalty Islands,1684575715091,1690161333040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdfp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdfp&format=geojson,,,,,reviewed,0,354,us,6000kdfp,",us6000kdfp,",",us,",",origin,phase-data,",56.0,3.943,0.6,107.0,mb,earthquake,M 4.8 - southeast of the Loyalty Islands
4.6,"204 km SSW of Ushuaia, Argentina",1684574248352,1690161333040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdfa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdfa&format=geojson,,,,,reviewed,0,326,us,6000kdfa,",us6000kdfa,",",us,",",origin,phase-data,",33.0,1.877,0.38,157.0,mb,earthquake,"M 4.6 - 204 km SSW of Ushuaia, Argentina"
4.7,"270 km ESE of Vao, New Caledonia",1684569338066,1690161334040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdez,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdez&format=geojson,,,,,reviewed,0,340,us,6000kdez,",us6000kdez,",",us,",",origin,phase-data,",35.0,2.492,0.61,110.0,mb,earthquake,"M 4.7 - 270 km ESE of Vao, New Caledonia"
5.0,"210 km SSW of Ushuaia, Argentina",1684568052973,1690161334040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdex,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdex&format=geojson,1.0,1.0,,,reviewed,0,385,us,6000kdex,",us6000kdex,",",us,",",dyfi,origin,phase-data,",48.0,1.926,0.44,111.0,mb,earthquake,"M 5.0 - 210 km SSW of Ushuaia, Argentina"
4.5,southeast of the Loyalty Islands,1684559703169,1705607901329,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kded,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kded&format=geojson,,,,,reviewed,0,312,us,6000kded,",us6000kded,",",us,",",earthquake-name,origin,phase-data,",24.0,3.296,0.31,137.0,mb,earthquake,M 4.5 - southeast of the Loyalty Islands
4.5,southeast of the Loyalty Islands,1684558560427,1690161336040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kde4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kde4&format=geojson,,,,,reviewed,0,312,us,6000kde4,",us6000kde4,",",us,",",origin,phase-data,",24.0,2.927,0.34,132.0,mb,earthquake,M 4.5 - southeast of the Loyalty Islands
4.9,southeast of the Loyalty Islands,1684557683515,1690161336040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kde1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kde1&format=geojson,,,,,reviewed,0,369,us,6000kde1,",us6000kde1,",",us,",",origin,phase-data,",24.0,2.53,0.95,153.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
5.2,southeast of the Loyalty Islands,1684557253871,1690161338040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kddz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kddz&format=geojson,,,,,reviewed,0,416,us,6000kddz,",us6000kddz,",",us,",",origin,phase-data,",50.0,2.753,0.78,49.0,mb,earthquake,M 5.2 - southeast of the Loyalty Islands
5.1,"298 km E of Vao, New Caledonia",1684557084537,1690161338040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kde0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kde0&format=geojson,,,,,reviewed,0,400,us,6000kde0,",us6000kde0,",",us,",",origin,phase-data,",31.0,2.737,0.61,145.0,mb,earthquake,"M 5.1 - 298 km E of Vao, New Caledonia"
4.6,southeast of the Loyalty Islands,1684554472814,1690161338040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k40k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k40k&format=geojson,,,,,reviewed,0,326,us,7000k40k,",us7000k40k,",",us,",",origin,phase-data,",19.0,3.135,0.95,132.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
5.1,southeast of the Loyalty Islands,1684554414017,1705607899595,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kddt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kddt&format=geojson,,,,,reviewed,0,400,us,6000kddt,",us6000kddt,",",us,",",earthquake-name,origin,phase-data,",46.0,3.038,0.99,97.0,mb,earthquake,M 5.1 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684553142338,1690161338040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3xy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3xy&format=geojson,,,,,reviewed,0,340,us,7000k3xy,",us7000k3xy,",",us,",",origin,phase-data,",26.0,2.851,0.91,132.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684552410079,1690161339040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3xt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3xt&format=geojson,,,,,reviewed,0,340,us,7000k3xt,",us7000k3xt,",",us,",",origin,phase-data,",19.0,3.134,0.64,126.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.5,"278 km E of Vao, New Caledonia",1684551688886,1690161339040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3yh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3yh&format=geojson,,,,,reviewed,0,312,us,7000k3yh,",us7000k3yh,",",us,",",origin,phase-data,",20.0,2.562,1.01,66.0,mb,earthquake,"M 4.5 - 278 km E of Vao, New Caledonia"
5.3,southeast of the Loyalty Islands,1684551383033,1690161339040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kddi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kddi&format=geojson,,,,,reviewed,0,432,us,6000kddi,",us6000kddi,",",us,",",origin,phase-data,",58.0,3.123,0.91,97.0,mb,earthquake,M 5.3 - southeast of the Loyalty Islands
5.0,"291 km E of Vao, New Caledonia",1684549724886,1690161339040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ys,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ys&format=geojson,,,,,reviewed,0,385,us,7000k3ys,",us7000k3ys,",",us,",",origin,phase-data,",34.0,2.672,0.72,93.0,mb,earthquake,"M 5.0 - 291 km E of Vao, New Caledonia"
5.2,southeast of the Loyalty Islands,1684549219902,1690161339040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdd2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdd2&format=geojson,,,0.0,green,reviewed,0,416,us,6000kdd2,",us6000kdd2,",",us,",",losspager,origin,phase-data,shakemap,",54.0,2.865,1.17,120.0,mb,earthquake,M 5.2 - southeast of the Loyalty Islands
5.4,southeast of the Loyalty Islands,1684549064460,1705607897764,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdd8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdd8&format=geojson,,,0.0,green,reviewed,0,449,us,6000kdd8,",us6000kdd8,",",us,",",earthquake-name,losspager,origin,phase-data,shakemap,",66.0,3.044,0.92,85.0,mb,earthquake,M 5.4 - southeast of the Loyalty Islands
6.5,southeast of the Loyalty Islands,1684548594333,1705607896076,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdcu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdcu&format=geojson,3.0,4.6,0.0,green,reviewed,0,651,us,6000kdcu,",us6000kdcu,usauto6000kdcu,",",us,usauto,",",dyfi,earthquake-name,ground-failure,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",82.0,2.887,0.82,33.0,mww,earthquake,M 6.5 - southeast of the Loyalty Islands
5.2,southeast of the Loyalty Islands,1684548392899,1690161340040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kddc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kddc&format=geojson,,,,,reviewed,0,416,us,6000kddc,",us6000kddc,",",us,",",origin,phase-data,",34.0,2.843,0.81,130.0,mb,earthquake,M 5.2 - southeast of the Loyalty Islands
5.2,southeast of the Loyalty Islands,1684548232766,1690161340040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3yp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3yp&format=geojson,,,,,reviewed,0,416,us,7000k3yp,",us7000k3yp,",",us,",",origin,phase-data,",24.0,2.821,0.48,172.0,mb,earthquake,M 5.2 - southeast of the Loyalty Islands
7.1,southeast of the Loyalty Islands,1684547459158,1690161340040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdce,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdce&format=geojson,6.0,3.1,0.0,green,reviewed,1,777,us,6000kdce,",pt23140000,us6000kdce,at00ruxp51,usauto6000kdce,",",pt,us,at,usauto,",",dyfi,general-text,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",235.0,2.904,0.72,15.0,mww,earthquake,M 7.1 - southeast of the Loyalty Islands
4.9,"70 km WSW of Port-Vila, Vanuatu",1684546649933,1690161340040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdcd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdcd&format=geojson,,,,,reviewed,0,369,us,6000kdcd,",us6000kdcd,",",us,",",origin,phase-data,",31.0,4.129,0.89,69.0,mb,earthquake,"M 4.9 - 70 km WSW of Port-Vila, Vanuatu"
4.9,southeast of the Loyalty Islands,1684544478631,1705607892854,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3xl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3xl&format=geojson,,,,,reviewed,0,369,us,7000k3xl,",us7000k3xl,",",us,",",earthquake-name,origin,phase-data,",26.0,2.937,0.91,125.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.9,southeast of the Loyalty Islands,1684544041556,1705607891103,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3xm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3xm&format=geojson,,,,,reviewed,0,369,us,7000k3xm,",us7000k3xm,",",us,",",earthquake-name,origin,phase-data,",23.0,2.936,0.3,93.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.8,"12 km SSE of Moíres, Greece",1684543692754,1690161341040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdby,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdby&format=geojson,7.0,3.8,,,reviewed,0,357,us,6000kdby,",us6000kdby,",",us,",",dyfi,origin,phase-data,",86.0,0.343,0.63,114.0,mb,earthquake,"M 4.8 - 12 km SSE of Moíres, Greece"
4.8,"23 km WNW of Looc, Philippines",1684543224348,1690161341040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdbx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdbx&format=geojson,3.0,4.9,,,reviewed,0,356,us,6000kdbx,",us6000kdbx,",",us,",",dyfi,impact-text,origin,phase-data,",94.0,6.42,0.81,58.0,mb,earthquake,"M 4.8 - 23 km WNW of Looc, Philippines"
4.6,southeast of the Loyalty Islands,1684534525161,1690161343040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ub,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ub&format=geojson,,,,,reviewed,0,326,us,7000k3ub,",us7000k3ub,",",us,",",origin,phase-data,",22.0,2.995,0.52,201.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
5.1,southeast of the Loyalty Islands,1684533839474,1690161343040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdav,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdav&format=geojson,,,,,reviewed,0,400,us,6000kdav,",us6000kdav,",",us,",",origin,phase-data,",106.0,3.064,0.67,100.0,mb,earthquake,M 5.1 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684531792250,1690161343040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3td,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3td&format=geojson,,,,,reviewed,0,340,us,7000k3td,",us7000k3td,",",us,",",origin,phase-data,",27.0,3.128,0.5,88.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.6,southeast of the Loyalty Islands,1684531523351,1690161343040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3va,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3va&format=geojson,,,,,reviewed,0,326,us,7000k3va,",us7000k3va,",",us,",",origin,phase-data,",12.0,3.076,0.35,57.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
4.9,southeast of the Loyalty Islands,1684529298183,1690161344040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kdab,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kdab&format=geojson,,,,,reviewed,0,369,us,6000kdab,",us6000kdab,",",us,",",origin,phase-data,",62.0,2.843,0.82,126.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.8,southeast of the Loyalty Islands,1684527605158,1690161345040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kda3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kda3&format=geojson,,,,,reviewed,0,354,us,6000kda3,",us6000kda3,",",us,",",origin,phase-data,",51.0,3.473,0.8,120.0,mb,earthquake,M 4.8 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684525172081,1705607880845,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3t6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3t6&format=geojson,,,,,reviewed,0,340,us,7000k3t6,",us7000k3t6,",",us,",",earthquake-name,origin,phase-data,",29.0,4.9,0.89,175.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.6,"25 km W of Ovalle, Chile",1684525103025,1690161345040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd9f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd9f&format=geojson,,,,,reviewed,0,326,us,6000kd9f,",us6000kd9f,",",us,",",origin,phase-data,",59.0,0.165,0.74,82.0,mb,earthquake,"M 4.6 - 25 km W of Ovalle, Chile"
4.5,"216 km E of Miyako, Japan",1684523624626,1690161345040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd98,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd98&format=geojson,,,,,reviewed,0,312,us,6000kd98,",us6000kd98,",",us,",",origin,phase-data,",114.0,2.59,0.72,86.0,mb,earthquake,"M 4.5 - 216 km E of Miyako, Japan"
4.6,southeast of the Loyalty Islands,1684521780090,1690161346040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3tq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3tq&format=geojson,,,,,reviewed,0,326,us,7000k3tq,",us7000k3tq,",",us,",",origin,phase-data,",13.0,3.315,0.58,228.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
4.6,southeast of the Loyalty Islands,1684520268047,1690161346040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3t0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3t0&format=geojson,,,,,reviewed,0,326,us,7000k3t0,",us7000k3t0,",",us,",",origin,phase-data,",27.0,2.889,0.78,122.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
4.5,"71 km W of Tobelo, Indonesia",1684520158427,1690161346040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd8x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd8x&format=geojson,,,,,reviewed,0,312,us,6000kd8x,",us6000kd8x,",",us,",",origin,phase-data,",101.0,0.88,0.63,68.0,mb,earthquake,"M 4.5 - 71 km W of Tobelo, Indonesia"
4.9,southeast of the Loyalty Islands,1684520146755,1705607879098,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3t1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3t1&format=geojson,,,,,reviewed,0,369,us,7000k3t1,",us7000k3t1,",",us,",",earthquake-name,origin,phase-data,",46.0,3.269,0.79,118.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.9,Southwest Indian Ridge,1684519616133,1690161347040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sy&format=geojson,,,,,reviewed,0,369,us,7000k3sy,",us7000k3sy,",",us,",",origin,phase-data,",93.0,11.92,0.7,59.0,mb,earthquake,M 4.9 - Southwest Indian Ridge
4.6,Southwest Indian Ridge,1684519327463,1690161347040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sz&format=geojson,,,,,reviewed,0,326,us,7000k3sz,",us7000k3sz,",",us,",",origin,phase-data,",40.0,17.322,0.78,79.0,mb,earthquake,M 4.6 - Southwest Indian Ridge
4.5,southeast of the Loyalty Islands,1684518074390,1690161347040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sv&format=geojson,,,,,reviewed,0,312,us,7000k3sv,",us7000k3sv,",",us,",",origin,phase-data,",15.0,3.53,0.68,132.0,mb,earthquake,M 4.5 - southeast of the Loyalty Islands
5.0,southeast of the Loyalty Islands,1684516492264,1690161348040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd90,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd90&format=geojson,,,,,reviewed,0,385,us,6000kd90,",us6000kd90,",",us,",",origin,phase-data,",88.0,3.267,0.84,106.0,mb,earthquake,M 5.0 - southeast of the Loyalty Islands
4.6,"78 km S of Modisi, Indonesia",1684516224578,1690161348040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd8c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd8c&format=geojson,,,,,reviewed,0,326,us,6000kd8c,",us6000kd8c,",",us,",",origin,phase-data,",87.0,1.904,0.95,32.0,mb,earthquake,"M 4.6 - 78 km S of Modisi, Indonesia"
4.7,northern Mid-Atlantic Ridge,1684515729871,1690161348040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ss&format=geojson,,,,,reviewed,0,340,us,7000k3ss,",us7000k3ss,",",us,",",origin,phase-data,",104.0,24.727,0.45,153.0,mb,earthquake,M 4.7 - northern Mid-Atlantic Ridge
4.7,southeast of the Loyalty Islands,1684515451875,1690161348040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sr&format=geojson,,,,,reviewed,0,340,us,7000k3sr,",us7000k3sr,",",us,",",origin,phase-data,",11.0,2.975,0.29,226.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.6,southeast of the Loyalty Islands,1684514913297,1705607877314,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3te,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3te&format=geojson,,,,,reviewed,0,326,us,7000k3te,",us7000k3te,",",us,",",earthquake-name,origin,phase-data,",15.0,3.266,0.55,129.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
4.7,southeast of the Loyalty Islands,1684514853115,1690161349040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sp&format=geojson,,,,,reviewed,0,340,us,7000k3sp,",us7000k3sp,",",us,",",origin,phase-data,",36.0,2.998,0.57,126.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.6,southeast of the Loyalty Islands,1684513612415,1690161349040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3v9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3v9&format=geojson,,,,,reviewed,0,326,us,7000k3v9,",us7000k3v9,",",us,",",origin,phase-data,",14.0,3.447,0.63,188.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
4.5,southeast of the Loyalty Islands,1684511556007,1705607875530,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sl&format=geojson,,,,,reviewed,0,312,us,7000k3sl,",us7000k3sl,",",us,",",earthquake-name,origin,phase-data,",19.0,3.709,0.59,132.0,mb,earthquake,M 4.5 - southeast of the Loyalty Islands
4.6,southeast of the Loyalty Islands,1684511104241,1690161349040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3sm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3sm&format=geojson,,,,,reviewed,0,326,us,7000k3sm,",us7000k3sm,",",us,",",origin,phase-data,",26.0,4.214,0.9,127.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
